ts,Дата,"Время суток, ч","Подача, м3","Обратка, м3","Потребление за период, м3 ГВС","Т1 гвс, оС","Т2 гвс, оС","Потребление накопленным итогом, м3","Потребление за период, м3 ХВС",Индекс_времени,Погода,День недели,hour_idx,rel_diff,diff_m3,flag_over10,itp_xvs_zero,itp_xvs_zero_run,itp_xvs_zero_anomaly,itp_xvs_flat,itp_xvs_flat_run,itp_xvs_flat_anomaly,itp_xvs_spike,odpu_gvs_zero,odpu_gvs_zero_run,odpu_gvs_zero_anomaly,odpu_gvs_flat,odpu_gvs_flat_run,odpu_gvs_flat_anomaly,odpu_gvs_spike,reason_hint
2025-04-01 10:00:00,2025-04-01,11,0.37,0.1999999999999999,0.17,60,42,12346.758,0.17,11,8.3,1,11,0.0,0.0,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-01 11:00:00,2025-04-01,12,0.32,0.17,0.15,60,42,12346.928,0.15,12,8.9,1,12,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-01 12:00:00,2025-04-01,13,0.46,0.31,0.15,60,42,12347.077,0.15,13,9.7,1,13,0.0,0.0,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-01 13:00:00,2025-04-01,14,0.51,0.38,0.13,60,42,12347.226,0.13,14,10.1,1,14,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-01 14:00:00,2025-04-01,15,0.55,0.44,0.11,60,42,12347.354,0.11,15,10.7,1,15,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-01 15:00:00,2025-04-01,16,0.46,0.35,0.11,60,42,12347.46,0.11,16,11.1,1,16,0.0,0.0,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-01 16:00:00,2025-04-01,17,0.42,0.29,0.13,60,42,12347.566,0.13,17,13.0,1,17,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-01 17:00:00,2025-04-01,18,0.51,0.3399999999999999,0.17,60,42,12347.694,0.17,18,12.0,1,18,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-01 18:00:00,2025-04-01,19,0.65,0.35,0.3,60,42,12347.864,0.3,19,10.1,1,19,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-01 19:00:00,2025-04-01,20,0.88,0.48,0.4,60,42,12348.162,0.4,20,8.7,1,20,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-01 20:00:00,2025-04-01,21,0.65,0.31,0.34,60,42,12348.566,0.34,21,8.3,1,21,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-01 21:00:00,2025-04-01,22,0.55,0.29,0.26,60,42,12348.906,0.26,22,8.0,1,22,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-01 22:00:00,2025-04-01,23,0.46,0.25,0.21,60,42,12349.161,0.21,23,7.7,1,23,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-01 23:00:00,2025-04-01,24,0.28,0.15,0.13,60,42,12349.374,0.13,24,7.4,1,24,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 00:00:00,2025-04-02,1,0.25,0.14,0.11,60,41,12349.502,0.12,1,7.2,2,1,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 01:00:00,2025-04-02,2,0.1,0.05,0.05,60,41,12349.617,0.05,2,7.0,2,2,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 02:00:00,2025-04-02,3,0.12,0.0699999999999999,0.05,60,41,12349.663,0.06,3,6.9,2,3,0.1666666666666666,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,1,1,False,False,
2025-04-02 03:00:00,2025-04-02,4,0.12,0.0699999999999999,0.05,60,41,12349.718,0.06,4,6.4,2,4,0.1666666666666666,-0.009999999999999995,False,0,0,False,1,1,False,False,0,0,False,1,2,False,False,
2025-04-02 04:00:00,2025-04-02,5,0.15,0.0799999999999999,0.07,60,41,12349.773,0.07,5,6.5,2,5,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 05:00:00,2025-04-02,6,0.48,0.26,0.22,60,41,12349.842,0.22,6,6.5,2,6,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 06:00:00,2025-04-02,7,0.3,0.1599999999999999,0.14,60,41,12350.062,0.14,7,6.1,2,7,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 07:00:00,2025-04-02,8,0.3,0.1599999999999999,0.14,60,41,12350.199,0.14,8,5.9,2,8,0.0,0.0,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-02 08:00:00,2025-04-02,9,0.5,0.27,0.23,60,41,12350.336,0.23,9,6.2,2,9,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 09:00:00,2025-04-02,10,0.6,0.42,0.18,60,41,12350.565,0.18,10,7.0,2,10,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 10:00:00,2025-04-02,11,0.4,0.22,0.18,60,41,12350.748,0.18,11,8.2,2,11,0.0,0.0,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-02 11:00:00,2025-04-02,12,0.35,0.1899999999999999,0.16,60,41,12350.931000000002,0.16,12,9.8,2,12,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 12:00:00,2025-04-02,13,0.5,0.3399999999999999,0.16,60,41,12351.091000000002,0.16,13,11.1,2,13,0.0,0.0,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-02 13:00:00,2025-04-02,14,0.55,0.41,0.14,60,41,12351.251000000002,0.14,14,11.8,2,14,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 14:00:00,2025-04-02,15,0.6,0.49,0.11,60,41,12351.388000000004,0.12,15,12.0,2,15,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 15:00:00,2025-04-02,16,0.5,0.39,0.11,60,41,12351.503000000002,0.12,16,12.2,2,16,0.0833333333333333,-0.009999999999999995,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-02 16:00:00,2025-04-02,17,0.45,0.31,0.14,60,41,12351.618000000002,0.14,17,12.5,2,17,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 17:00:00,2025-04-02,18,0.55,0.37,0.18,60,41,12351.755000000005,0.18,18,12.0,2,18,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 18:00:00,2025-04-02,19,0.7,0.3799999999999999,0.32,60,41,12351.938000000004,0.32,19,11.2,2,19,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 19:00:00,2025-04-02,20,0.94,0.4999999999999999,0.44,60,41,12352.259000000004,0.44,20,9.8,2,20,0.0,0.0,False,0,0,False,0,0,False,True,0,0,False,0,0,False,True,
2025-04-02 20:00:00,2025-04-02,21,0.7,0.3299999999999999,0.37,60,41,12352.694000000003,0.37,21,8.6,2,21,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 21:00:00,2025-04-02,22,0.6,0.3299999999999999,0.27,60,41,12353.060000000003,0.28,22,7.7,2,22,0.03571428571428574,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 22:00:00,2025-04-02,23,0.5,0.27,0.23,60,41,12353.335000000005,0.23,23,7.1,2,23,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-02 23:00:00,2025-04-02,24,0.3,0.1599999999999999,0.14,60,41,12353.564000000002,0.14,24,6.5,2,24,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 00:00:00,2025-04-03,1,0.2,0.11,0.09,59,40,12353.701000000005,0.1,1,5.9,3,1,0.10000000000000009,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 01:00:00,2025-04-03,2,0.08,0.04,0.04,59,40,12353.805000000002,0.04,2,5.4,3,2,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 02:00:00,2025-04-03,3,0.1,0.06,0.04,59,40,12353.846,0.05,3,5.1,3,3,0.20000000000000004,-0.010000000000000002,True,0,0,False,0,0,False,False,0,0,False,1,1,False,False,
2025-04-03 03:00:00,2025-04-03,4,0.1,0.06,0.04,59,40,12353.896,0.05,4,5.3,3,4,0.20000000000000004,-0.010000000000000002,True,0,0,False,1,1,False,False,0,0,False,1,2,False,False,
2025-04-03 04:00:00,2025-04-03,5,0.12,0.06,0.06,59,40,12353.946,0.06,5,5.1,3,5,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 05:00:00,2025-04-03,6,0.39,0.21,0.18,59,40,12354.008,0.2,6,4.9,3,6,0.10000000000000009,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 06:00:00,2025-04-03,7,0.24,0.13,0.11,59,40,12354.207,0.12,7,4.6,3,7,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 07:00:00,2025-04-03,8,0.24,0.13,0.11,59,40,12354.331,0.12,8,4.6,3,8,0.0833333333333333,-0.009999999999999995,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-03 08:00:00,2025-04-03,9,0.4,0.21,0.19,59,40,12354.455,0.21,9,5.5,3,9,0.09523809523809519,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 09:00:00,2025-04-03,10,0.49,0.3399999999999999,0.15,59,40,12354.662,0.17,10,6.9,3,10,0.11764705882352951,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 10:00:00,2025-04-03,11,0.32,0.17,0.15,59,40,12354.828,0.17,11,8.4,3,11,0.11764705882352951,-0.020000000000000018,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-03 11:00:00,2025-04-03,12,0.28,0.15,0.13,59,40,12354.994,0.15,12,9.7,3,12,0.13333333333333328,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 12:00:00,2025-04-03,13,0.4,0.27,0.13,59,40,12355.139,0.15,13,10.9,3,13,0.13333333333333328,-0.01999999999999999,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-03 13:00:00,2025-04-03,14,0.44,0.33,0.11,59,40,12355.284,0.12,14,11.7,3,14,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 14:00:00,2025-04-03,15,0.49,0.4,0.09,59,40,12355.408,0.1,15,12.2,3,15,0.10000000000000009,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 15:00:00,2025-04-03,16,0.4,0.31,0.09,59,40,12355.512,0.1,16,12.5,3,16,0.10000000000000009,-0.010000000000000009,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-03 16:00:00,2025-04-03,17,0.36,0.25,0.11,59,40,12355.615999999998,0.12,17,13.2,3,17,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 17:00:00,2025-04-03,18,0.44,0.29,0.15,59,40,12355.739999999998,0.17,18,12.8,3,18,0.11764705882352951,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 18:00:00,2025-04-03,19,0.57,0.3099999999999999,0.26,59,40,12355.905999999995,0.29,19,12.1,3,19,0.10344827586206887,-0.02999999999999997,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 19:00:00,2025-04-03,20,0.77,0.42,0.35,59,40,12356.195999999998,0.39,20,10.7,3,20,0.10256410256410266,-0.040000000000000036,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 20:00:00,2025-04-03,21,0.57,0.2699999999999999,0.3,59,40,12356.589999999998,0.33,21,9.6,3,21,0.09090909090909098,-0.030000000000000027,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 21:00:00,2025-04-03,22,0.49,0.27,0.22,59,40,12356.922,0.25,22,8.1,3,22,0.12,-0.03,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 22:00:00,2025-04-03,23,0.4,0.21,0.19,59,40,12357.170999999998,0.21,23,7.3,3,23,0.09523809523809519,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-03 23:00:00,2025-04-03,24,0.24,0.13,0.11,59,40,12357.378,0.12,24,6.4,3,24,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 00:00:00,2025-04-04,1,0.27,0.16,0.11,59,41,12357.502,0.11,1,5.5,4,1,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,1,1,False,False,
2025-04-04 01:00:00,2025-04-04,2,0.11,0.07,0.04,59,41,12357.612,0.05,2,4.9,4,2,0.20000000000000004,-0.010000000000000002,True,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 02:00:00,2025-04-04,3,0.13,0.08,0.05,59,41,12357.661999999998,0.05,3,4.6,4,3,0.0,0.0,False,0,0,False,1,1,False,False,0,0,False,0,0,False,False,
2025-04-04 03:00:00,2025-04-04,4,0.13,0.08,0.05,59,41,12357.711999999998,0.05,4,4.3,4,4,0.0,0.0,False,0,0,False,1,2,False,False,0,0,False,1,1,False,False,
2025-04-04 04:00:00,2025-04-04,5,0.16,0.1,0.06,59,41,12357.761999999995,0.07,5,3.9,4,5,0.14285714285714296,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 05:00:00,2025-04-04,6,0.51,0.31,0.2,59,41,12357.831999999997,0.22,6,3.5,4,6,0.09090909090909087,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 06:00:00,2025-04-04,7,0.32,0.19,0.13,59,41,12358.051999999996,0.14,7,3.6,4,7,0.07142857142857148,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 07:00:00,2025-04-04,8,0.32,0.19,0.13,59,41,12358.191999999995,0.14,8,4.6,4,8,0.07142857142857148,-0.010000000000000009,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-04 08:00:00,2025-04-04,9,0.53,0.32,0.21,59,41,12358.331999999997,0.23,9,6.6,4,9,0.0869565217391305,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 09:00:00,2025-04-04,10,0.64,0.38,0.26,59,41,12358.561999999994,0.27,10,8.5,4,10,0.03703703703703707,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 10:00:00,2025-04-04,11,0.43,0.26,0.17,59,41,12358.831999999997,0.18,11,10.7,4,11,0.055555555555555455,-0.009999999999999981,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 11:00:00,2025-04-04,12,0.37,0.22,0.15,59,41,12359.011999999995,0.16,12,12.1,4,12,0.06250000000000006,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 12:00:00,2025-04-04,13,0.53,0.32,0.21,59,41,12359.171999999997,0.23,13,13.3,4,13,0.0869565217391305,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 13:00:00,2025-04-04,14,0.59,0.36,0.23,59,41,12359.401999999996,0.25,14,14.4,4,14,0.07999999999999996,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 14:00:00,2025-04-04,15,0.64,0.38,0.26,59,41,12359.651999999996,0.27,15,15.1,4,15,0.03703703703703707,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 15:00:00,2025-04-04,16,0.53,0.32,0.21,59,41,12359.921999999997,0.23,16,14.7,4,16,0.0869565217391305,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 16:00:00,2025-04-04,17,0.48,0.29,0.19,59,41,12360.151999999996,0.2,17,15.5,4,17,0.050000000000000044,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 17:00:00,2025-04-04,18,0.59,0.36,0.23,59,41,12360.351999999995,0.25,18,14.2,4,18,0.07999999999999996,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 18:00:00,2025-04-04,19,0.75,0.45,0.3,59,41,12360.601999999995,0.32,19,12.5,4,19,0.06250000000000006,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 19:00:00,2025-04-04,20,1.01,0.61,0.4,59,41,12360.921999999997,0.43,20,10.8,4,20,0.06976744186046505,-0.02999999999999997,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 20:00:00,2025-04-04,21,0.75,0.45,0.3,59,41,12361.351999999995,0.32,21,9.1,4,21,0.06250000000000006,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 21:00:00,2025-04-04,22,0.64,0.38,0.26,59,41,12361.671999999997,0.27,22,7.5,4,22,0.03703703703703707,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 22:00:00,2025-04-04,23,0.53,0.32,0.21,59,41,12361.941999999995,0.23,23,6.3,4,23,0.0869565217391305,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-04 23:00:00,2025-04-04,24,0.32,0.19,0.13,59,41,12362.171999999997,0.14,24,5.3,4,24,0.07142857142857148,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 00:00:00,2025-04-05,1,0.23,0.14,0.09,58,40,12362.311999999994,0.1,1,4.5,5,1,0.10000000000000009,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 01:00:00,2025-04-05,2,0.09,0.0499999999999999,0.04,58,40,12362.411999999997,0.04,2,3.7,5,2,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 02:00:00,2025-04-05,3,0.11,0.07,0.04,58,40,12362.451999999996,0.05,3,2.9,5,3,0.20000000000000004,-0.010000000000000002,True,0,0,False,0,0,False,False,0,0,False,1,1,False,False,
2025-04-05 03:00:00,2025-04-05,4,0.11,0.07,0.04,58,40,12362.501999999997,0.05,4,2.6,5,4,0.20000000000000004,-0.010000000000000002,True,0,0,False,1,1,False,False,0,0,False,1,2,False,False,
2025-04-05 04:00:00,2025-04-05,5,0.14,0.08,0.06,58,40,12362.551999999994,0.06,5,2.9,5,5,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 05:00:00,2025-04-05,6,0.44,0.26,0.18,58,40,12362.611999999994,0.2,6,2.9,5,6,0.10000000000000009,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 06:00:00,2025-04-05,7,0.28,0.17,0.11,58,40,12362.811999999994,0.12,7,2.9,5,7,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 07:00:00,2025-04-05,8,0.28,0.17,0.11,58,40,12362.931999999995,0.12,8,3.1,5,8,0.0833333333333333,-0.009999999999999995,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-05 08:00:00,2025-04-05,9,0.46,0.28,0.18,58,40,12363.051999999996,0.2,9,3.5,5,9,0.10000000000000009,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 09:00:00,2025-04-05,10,0.56,0.3400000000000001,0.22,58,40,12363.251999999997,0.24,10,4.0,5,10,0.0833333333333333,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 10:00:00,2025-04-05,11,0.37,0.22,0.15,58,40,12363.491999999997,0.16,11,4.4,5,11,0.06250000000000006,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 11:00:00,2025-04-05,12,0.32,0.19,0.13,58,40,12363.651999999996,0.14,12,4.9,5,12,0.07142857142857148,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 12:00:00,2025-04-05,13,0.46,0.28,0.18,58,40,12363.791999999996,0.2,13,5.2,5,13,0.10000000000000009,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 13:00:00,2025-04-05,14,0.51,0.31,0.2,58,40,12363.991999999997,0.22,14,5.6,5,14,0.09090909090909087,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 14:00:00,2025-04-05,15,0.56,0.3400000000000001,0.22,58,40,12364.211999999996,0.24,15,6.0,5,15,0.0833333333333333,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 15:00:00,2025-04-05,16,0.46,0.28,0.18,58,40,12364.451999999996,0.2,16,6.1,5,16,0.10000000000000009,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 16:00:00,2025-04-05,17,0.42,0.2499999999999999,0.17,58,40,12364.651999999996,0.18,17,6.1,5,17,0.055555555555555455,-0.009999999999999981,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 17:00:00,2025-04-05,18,0.51,0.31,0.2,58,40,12364.831999999997,0.22,18,5.9,5,18,0.09090909090909087,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 18:00:00,2025-04-05,19,0.65,0.39,0.26,58,40,12365.051999999996,0.28,19,5.6,5,19,0.07142857142857148,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 19:00:00,2025-04-05,20,0.88,0.53,0.35,58,40,12365.331999999997,0.39,20,4.4,5,20,0.10256410256410266,-0.040000000000000036,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 20:00:00,2025-04-05,21,0.65,0.39,0.26,58,40,12365.721999999996,0.28,21,3.2,5,21,0.07142857142857148,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 21:00:00,2025-04-05,22,0.56,0.3400000000000001,0.22,58,40,12366.001999999997,0.24,22,2.4,5,22,0.0833333333333333,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 22:00:00,2025-04-05,23,0.46,0.28,0.18,58,40,12366.241999999997,0.2,23,1.9,5,23,0.10000000000000009,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-05 23:00:00,2025-04-05,24,0.28,0.17,0.11,58,40,12366.441999999995,0.12,24,1.2,5,24,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 00:00:00,2025-04-06,1,0.26,0.16,0.1,58,39,12366.561999999998,0.11,1,0.5,6,1,0.09090909090909087,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 01:00:00,2025-04-06,2,0.1,0.06,0.04,58,39,12366.672,0.05,2,-0.2,6,2,0.20000000000000004,-0.010000000000000002,True,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 02:00:00,2025-04-06,3,0.12,0.0699999999999999,0.05,58,39,12366.721999999998,0.05,3,-0.9,6,3,0.0,0.0,False,0,0,False,1,1,False,False,0,0,False,0,0,False,False,
2025-04-06 03:00:00,2025-04-06,4,0.12,0.0699999999999999,0.05,58,39,12366.771999999995,0.05,4,-1.6,6,4,0.0,0.0,False,0,0,False,1,2,False,False,0,0,False,1,1,False,False,
2025-04-06 04:00:00,2025-04-06,5,0.16,0.1,0.06,58,39,12366.821999999996,0.07,5,-1.7,6,5,0.14285714285714296,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 05:00:00,2025-04-06,6,0.5,0.3,0.2,58,39,12366.891999999996,0.22,6,-2.1,6,6,0.09090909090909087,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
